image_name,L,a,b,treatment,rep,before_after,date_collected,trial_duration_days,date_photo
20Oct_NL3f,69,6,6,NL,3,after,10/20/22,7,10/28/22
20Oct_NL3g,63,5,4,NL,3,after,10/20/22,7,10/28/22
20Oct_NL3g,66,6,3,NL,3,after,10/20/22,7,10/28/22
20Oct_NL3g,62,3,0,NL,3,after,10/20/22,7,10/28/22
20Oct_NL3h,66,6,4,NL,3,after,10/20/22,7,10/28/22
20Oct_NL3h,59,4,1,NL,3,after,10/20/22,7,10/28/22
20Oct_NL4a,64,5,1,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4a,67,3,0,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4b,70,5,5,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4b,65,5,5,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4c,61,4,0,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4c,65,4,3,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4d,65,8,9,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4d,65,6,2,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4d,67,4,4,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4e,64,6,6,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4e,58,2,-7,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4e,66,6,6,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4f,61,1,-4,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4g,67,6,3,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4h,60,8,8,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4h,58,15,11,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4h,69,7,6,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4i,67,1,-3,NL,4,after,10/20/22,7,10/28/22
20Oct_NL4i,64,8,7,NL,4,after,10/20/22,7,10/28/22
20Oct_D1a,62,11,8,D,1,after,10/20/22,7,10/28/22
20Oct_D1a,61,7,1,D,1,after,10/20/22,7,10/28/22
20Oct_D1b,62,15,11,D,1,after,10/20/22,7,10/28/22
20Oct_D1b,65,8,6,D,1,after,10/20/22,7,10/28/22
20Oct_D1c,62,9,4,D,1,after,10/20/22,7,10/28/22
20Oct_D1c,63,8,5,D,1,after,10/20/22,7,10/28/22
20Oct_D1d,64,8,5,D,1,after,10/20/22,7,10/28/22
20Oct_D1d,63,10,7,D,1,after,10/20/22,7,10/28/22
20Oct_D1e,66,8,5,D,1,after,10/20/22,7,10/28/22
20Oct_D1e,61,10,6,D,1,after,10/20/22,7,10/28/22
20Oct_D1f,64,10,7,D,1,after,10/20/22,7,10/28/22
20Oct_D1f,64,10,8,D,1,after,10/20/22,7,10/28/22
20Oct_D1g,53,6,0,D,1,after,10/20/22,7,10/28/22
20Oct_D1g,56,10,3,D,1,after,10/20/22,7,10/28/22
20Oct_D1h,58,9,3,D,1,after,10/20/22,7,10/28/22
20Oct_D1h,57,10,3,D,1,after,10/20/22,7,10/28/22
20Oct_D1i,74,11,11,D,1,after,10/20/22,7,10/28/22
20Oct_D1i,64,10,6,D,1,after,10/20/22,7,10/28/22
20Oct_D2a,66,9,8,D,2,after,10/20/22,7,10/28/22
20Oct_D2a,64,6,3,D,2,after,10/20/22,7,10/28/22
20Oct_D2a,61,10,6,D,2,after,10/20/22,7,10/28/22
20Oct_D2b,66,9,6,D,2,after,10/20/22,7,10/28/22
20Oct_D2b,63,11,6,D,2,after,10/20/22,7,10/28/22
20Oct_D2c,58,12,6,D,2,after,10/20/22,7,10/28/22
20Oct_D2c,60,6,-1,D,2,after,10/20/22,7,10/28/22
20Oct_D2c,57,11,5,D,2,after,10/20/22,7,10/28/22
20Oct_D2d,61,10,4,D,2,after,10/20/22,7,10/28/22
20Oct_D2d,58,13,6,D,2,after,10/20/22,7,10/28/22
20Oct_D2e,59,9,3,D,2,after,10/20/22,7,10/28/22
20Oct_D2e,61,10,5,D,2,after,10/20/22,7,10/28/22
20Oct_D2e,56,6,-6,D,2,after,10/20/22,7,10/28/22
20Oct_D2f,60,7,3,D,2,after,10/20/22,7,10/28/22
20Oct_D2f,61,10,4,D,2,after,10/20/22,7,10/28/22
20Oct_D2g,69,5,1,D,2,after,10/20/22,7,10/28/22
20Oct_D2g,67,7,0,D,2,after,10/20/22,7,10/28/22
20Oct_D2h,54,16,9,D,2,after,10/20/22,7,10/28/22
20Oct_D2h,61,10,5,D,2,after,10/20/22,7,10/28/22
20Oct_D2h,59,10,2,D,2,after,10/20/22,7,10/28/22
20Oct_D3a,69,10,8,D,3,after,10/20/22,7,10/28/22
20Oct_D3a,62,12,9,D,3,after,10/20/22,7,10/28/22
20Oct_D3a,65,12,9,D,3,after,10/20/22,7,10/28/22
20Oct_D3b,63,14,10,D,3,after,10/20/22,7,10/28/22
20Oct_D3b,66,11,8,D,3,after,10/20/22,7,10/28/22
20Oct_D3c,64,12,8,D,3,after,10/20/22,7,10/28/22
20Oct_D3c,62,6,3,D,3,after,10/20/22,7,10/28/22
20Oct_D3d,61,12,7,D,3,after,10/20/22,7,10/28/22
20Oct_D3d,64,9,7,D,3,after,10/20/22,7,10/28/22
20Oct_D3d,58,15,10,D,3,after,10/20/22,7,10/28/22
20Oct_D3e,76,7,6,D,3,after,10/20/22,7,10/28/22
20Oct_D3e,63,10,4,D,3,after,10/20/22,7,10/28/22
20Oct_D3e,69,10,7,D,3,after,10/20/22,7,10/28/22
20Oct_D3f,68,12,8,D,3,after,10/20/22,7,10/28/22
20Oct_D3f,69,10,8,D,3,after,10/20/22,7,10/28/22
20Oct_D3g,65,12,8,D,3,after,10/20/22,7,10/28/22
20Oct_D3g,59,14,10,D,3,after,10/20/22,7,10/28/22
20Oct_D3g,56,12,7,D,3,after,10/20/22,7,10/28/22
20Oct_D3h,59,11,7,D,3,after,10/20/22,7,10/28/22
20Oct_D3h,59,12,6,D,3,after,10/20/22,7,10/28/22
20Oct_D4a,63,7,4,D,4,after,10/20/22,7,10/28/22
20Oct_D4a,60,5,1,D,4,after,10/20/22,7,10/28/22
20Oct_D4b,61,10,6,D,4,after,10/20/22,7,10/28/22
20Oct_D4b,59,9,6,D,4,after,10/20/22,7,10/28/22
20Oct_D4c,59,10,3,D,4,after,10/20/22,7,10/28/22
20Oct_D4c,62,10,9,D,4,after,10/20/22,7,10/28/22
20Oct_D4c,55,12,6,D,4,after,10/20/22,7,10/28/22
20Oct_D4e,60,12,6,D,4,after,10/20/22,7,10/28/22
20Oct_D4e,63,7,2,D,4,after,10/20/22,7,10/28/22
20Oct_D4f,60,9,3,D,4,after,10/20/22,7,10/28/22
20Oct_D4f,53,17,9,D,4,after,10/20/22,7,10/28/22
20Oct_D4f,57,9,3,D,4,after,10/20/22,7,10/28/22
20Oct_D4g,60,7,2,D,4,after,10/20/22,7,10/28/22
20Oct_D4g,60,7,2,D,4,after,10/20/22,7,10/28/22
20Oct_D4h,65,6,1,D,4,after,10/20/22,7,10/28/22
20Oct_D4h,68,6,3,D,4,after,10/20/22,7,10/28/22
20Oct_D4h,71,8,10,D,4,after,10/20/22,7,10/28/22
20Oct_D4i,68,7,6,D,4,after,10/20/22,7,10/28/22
20Oct_D4i,69,5,0,D,4,after,10/20/22,7,10/28/22
3Nov_before_a,59,19,12,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_a,62,10,9,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_a,62,8,5,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_b,54,7,3,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_b,53,8,3,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_c,58,4,-1,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_c,52,10,4,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_c,61,5,2,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_d,58,9,6,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_d,57,11,6,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_e,54,7,-1,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_e,58,10,4,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_e,54,7,1,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_f,57,13,5,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_f,67,16,10,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_g,56,16,9,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_g,56,9,3,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_g,53,3,-3,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_h,59,3,0,NA,NA,before,11/3/22,0,11/4/22
3Nov_before_h,56,7,1,NA,NA,before,11/3/22,0,11/4/22
3Nov_D1a,69,6,6,D,1,after,11/3/22,7,11/11/22
3Nov_D1a,65,5,2,D,1,after,11/3/22,7,11/11/22
3Nov_D1b,66,7,4,D,1,after,11/3/22,7,11/11/22
3Nov_D1b,68,3,0,D,1,after,11/3/22,7,11/11/22
3Nov_D1c,67,6,3,D,1,after,11/3/22,7,11/11/22
3Nov_D1c,64,5,4,D,1,after,11/3/22,7,11/11/22
3Nov_D1c,66,4,2,D,1,after,11/3/22,7,11/11/22
3Nov_D1d,67,5,5,D,1,after,11/3/22,7,11/11/22
3Nov_D1d,70,3,0,D,1,after,11/3/22,7,11/11/22
3Nov_D1e,60,4,0,D,1,after,11/3/22,7,11/11/22
3Nov_D1e,57,6,2,D,1,after,11/3/22,7,11/11/22
3Nov_D1e,60,4,0,D,1,after,11/3/22,7,11/11/22
3Nov_D1f,69,8,4,D,1,after,11/3/22,7,11/11/22
3Nov_D1f,64,10,5,D,1,after,11/3/22,7,11/11/22
3Nov_D1g,62,7,4,D,1,after,11/3/22,7,11/11/22
3Nov_D1g,64,5,2,D,1,after,11/3/22,7,11/11/22
3Nov_D1g,63,6,3,D,1,after,11/3/22,7,11/11/22
3Nov_D1h,64,5,2,D,1,after,11/3/22,7,11/11/22
3Nov_D1h,63,5,1,D,1,after,11/3/22,7,11/11/22
3Nov_D2a,62,5,1,D,2,after,11/3/22,7,11/11/22
3Nov_D2a,59,7,4,D,2,after,11/3/22,7,11/11/22
3Nov_D2b,59,6,4,D,2,after,11/3/22,7,11/11/22
3Nov_D2b,57,8,5,D,2,after,11/3/22,7,11/11/22
3Nov_D2c,58,6,2,D,2,after,11/3/22,7,11/11/22
3Nov_D2c,59,5,1,D,2,after,11/3/22,7,11/11/22
3Nov_D2d,55,7,4,D,2,after,11/3/22,7,11/11/22
3Nov_D2d,62,8,5,D,2,after,11/3/22,7,11/11/22
3Nov_D2e,60,6,3,D,2,after,11/3/22,7,11/11/22
3Nov_D2e,58,8,5,D,2,after,11/3/22,7,11/11/22
3Nov_D2e,60,8,2,D,2,after,11/3/22,7,11/11/22
3Nov_D2f,67,3,1,D,2,after,11/3/22,7,11/11/22
3Nov_D2f,75,3,4,D,2,after,11/3/22,7,11/11/22
3Nov_D2g,60,8,3,D,2,after,11/3/22,7,11/11/22
3Nov_D2g,59,3,-1,D,2,after,11/3/22,7,11/11/22
3Nov_D2g,57,8,3,D,2,after,11/3/22,7,11/11/22
3Nov_D2h,67,10,9,D,2,after,11/3/22,7,11/11/22
3Nov_D2h,66,6,3,D,2,after,11/3/22,7,11/11/22
3Nov_D3a,61,7,4,D,3,after,11/3/22,7,11/11/22
3Nov_D3a,63,9,3,D,3,after,11/3/22,7,11/11/22
3Nov_D3a,61,6,1,D,3,after,11/3/22,7,11/11/22
3Nov_D3b,63,7,5,D,3,after,11/3/22,7,11/11/22
3Nov_D3b,64,6,4,D,3,after,11/3/22,7,11/11/22
3Nov_D3c,61,1,-4,D,3,after,11/3/22,7,11/11/22
3Nov_D3c,60,4,0,D,3,after,11/3/22,7,11/11/22
3Nov_D3c,63,6,2,D,3,after,11/3/22,7,11/11/22
3Nov_D3d,62,7,5,D,3,after,11/3/22,7,11/11/22
3Nov_D3d,65,4,3,D,3,after,11/3/22,7,11/11/22
3Nov_D3e,61,7,5,D,3,after,11/3/22,7,11/11/22
3Nov_D3e,60,9,6,D,3,after,11/3/22,7,11/11/22
3Nov_D3e,64,4,1,D,3,after,11/3/22,7,11/11/22
3Nov_D3f,64,6,2,D,3,after,11/3/22,7,11/11/22
3Nov_D3f,63,6,2,D,3,after,11/3/22,7,11/11/22
3Nov_D3g,65,8,7,D,3,after,11/3/22,7,11/11/22
3Nov_D3g,62,9,5,D,3,after,11/3/22,7,11/11/22
3Nov_D3g,65,6,4,D,3,after,11/3/22,7,11/11/22
3Nov_D3h,69,5,4,D,3,after,11/3/22,7,11/11/22
3Nov_D3h,65,7,4,D,3,after,11/3/22,7,11/11/22
3Nov_D4a,61,6,1,D,4,after,11/3/22,7,11/11/22
3Nov_D4a,57,3,1,D,4,after,11/3/22,7,11/11/22
3Nov_D4b,61,6,2,D,4,after,11/3/22,7,11/11/22
3Nov_D4c,63,4,0,D,4,after,11/3/22,7,11/11/22
3Nov_D4c,55,3,-5,D,4,after,11/3/22,7,11/11/22
3Nov_D4d,58,8,4,D,4,after,11/3/22,7,11/11/22
3Nov_D4d,57,9,5,D,4,after,11/3/22,7,11/11/22
3Nov_D4d,58,7,2,D,4,after,11/3/22,7,11/11/22
3Nov_D4e,64,5,2,D,4,after,11/3/22,7,11/11/22
3Nov_D4e,66,4,-1,D,4,after,11/3/22,7,11/11/22
3Nov_D4f,64,6,3,D,4,after,11/3/22,7,11/11/22
3Nov_D4f,64,6,1,D,4,after,11/3/22,7,11/11/22
3Nov_D4g,63,7,2,D,4,after,11/3/22,7,11/11/22
3Nov_D4h,66,6,4,D,4,after,11/3/22,7,11/11/22
3Nov_D4h,65,7,3,D,4,after,11/3/22,7,11/11/22
3Nov_D4h,64,8,5,D,4,after,11/3/22,7,11/11/22
3Nov_D4i,68,6,3,D,4,after,11/3/22,7,11/11/22
3Nov_D4i,67,5,3,D,4,after,11/3/22,7,11/11/22
3Nov_NL1a,60,5,1,NL,1,after,11/3/22,7,11/11/22
3Nov_NL1a,56,5,-1,NL,1,after,11/3/22,7,11/11/22
3Nov_NL1b,53,6,1,NL,1,after,11/3/22,7,11/11/22
3Nov_NL1b,55,8,3,NL,1,after,11/3/22,7,11/11/22
3Nov_NL1c,64,5,3,NL,1,after,11/3/22,7,11/11/22
3Nov_NL1c,65,3,0,NL,1,after,11/3/22,7,11/11/22
3Nov_NL1d,64,4,2,NL,1,after,11/3/22,7,11/11/22
3Nov_NL1d,64,10,8,NL,1,after,11/3/22,7,11/11/22
3Nov_NL1e,68,6,4,NL,1,after,11/3/22,7,11/11/22
3Nov_NL1e,61,5,3,NL,1,after,11/3/22,7,11/11/22
3Nov_NL1e,61,4,0,NL,1,after,11/3/22,7,11/11/22
3Nov_NL1f,59,6,1,NL,1,after,11/3/22,7,11/11/22
3Nov_NL1f,63,6,3,NL,1,after,11/3/22,7,11/11/22
3Nov_NL1g,65,7,5,NL,1,after,11/3/22,7,11/11/22
3Nov_NL1g,58,3,-1,NL,1,after,11/3/22,7,11/11/22
3Nov_NL1g,60,12,8,NL,1,after,11/3/22,7,11/11/22
3Nov_NL1h,68,6,3,NL,1,after,11/3/22,7,11/11/22
3Nov_NL1h,63,3,-1,NL,1,after,11/3/22,7,11/11/22
3Nov_NL2a,57,11,6,NL,2,after,11/3/22,7,11/11/22
3Nov_NL2b,62,6,3,NL,2,after,11/3/22,7,11/11/22
3Nov_NL2b,55,1,-5,NL,2,after,11/3/22,7,11/11/22
3Nov_NL2c,58,5,1,NL,2,after,11/3/22,7,11/11/22
3Nov_NL2c,55,5,-1,NL,2,after,11/3/22,7,11/11/22
3Nov_NL2c,59,5,3,NL,2,after,11/3/22,7,11/11/22
3Nov_NL2d,60,6,2,NL,2,after,11/3/22,7,11/11/22
3Nov_NL2d,60,7,1,NL,2,after,11/3/22,7,11/11/22
3Nov_NL2e,65,8,4,NL,2,after,11/3/22,7,11/11/22
3Nov_NL2e,61,3,0,NL,2,after,11/3/22,7,11/11/22
3Nov_NL2f,67,4,3,NL,2,after,11/3/22,7,11/11/22
3Nov_NL2f,62,3,-3,NL,2,after,11/3/22,7,11/11/22
3Nov_NL2g,64,6,5,NL,2,after,11/3/22,7,11/11/22
3Nov_NL2g,65,6,5,NL,2,after,11/3/22,7,11/11/22
3Nov_NL2h,65,4,-1,NL,2,after,11/3/22,7,11/11/22
3Nov_NL2h,65,4,1,NL,2,after,11/3/22,7,11/11/22
3Nov_NL3a,60,3,-2,NL,3,after,11/3/22,7,11/11/22
3Nov_NL3a,67,6,2,NL,3,after,11/3/22,7,11/11/22
3Nov_NL3a,63,4,0,NL,3,after,11/3/22,7,11/11/22
3Nov_NL3b,64,3,3,NL,3,after,11/3/22,7,11/11/22
3Nov_NL3c,58,4,-1,NL,3,after,11/3/22,7,11/11/22
3Nov_NL3c,62,4,2,NL,3,after,11/3/22,7,11/11/22
3Nov_NL3d,60,6,2,NL,3,after,11/3/22,7,11/11/22
3Nov_NL3d,61,4,1,NL,3,after,11/3/22,7,11/11/22
3Nov_NL3e,57,3,-7,NL,3,after,11/3/22,7,11/11/22
3Nov_NL3e,57,4,1,NL,3,after,11/3/22,7,11/11/22
3Nov_NL3e,61,6,1,NL,3,after,11/3/22,7,11/11/22
3Nov_NL3f,58,10,7,NL,3,after,11/3/22,7,11/11/22
3Nov_NL3f,56,9,4,NL,3,after,11/3/22,7,11/11/22
3Nov_NL3g,58,5,2,NL,3,after,11/3/22,7,11/11/22
3Nov_NL3g,58,7,1,NL,3,after,11/3/22,7,11/11/22
3Nov_NL3g,62,5,0,NL,3,after,11/3/22,7,11/11/22
3Nov_NL3h,57,7,2,NL,3,after,11/3/22,7,11/11/22
3Nov_NL3h,61,6,1,NL,3,after,11/3/22,7,11/11/22
3Nov_NL4a,62,8,5,NL,4,after,11/3/22,7,11/11/22
3Nov_NL4a,63,0,-6,NL,4,after,11/3/22,7,11/11/22
3Nov_NL4a,57,5,1,NL,4,after,11/3/22,7,11/11/22
3Nov_NL4b,63,6,3,NL,4,after,11/3/22,7,11/11/22
3Nov_NL4b,64,8,5,NL,4,after,11/3/22,7,11/11/22
3Nov_NL4b,65,6,3,NL,4,after,11/3/22,7,11/11/22
3Nov_NL4c,55,3,-1,NL,4,after,11/3/22,7,11/11/22
3Nov_NL4c,59,3,-4,NL,4,after,11/3/22,7,11/11/22
3Nov_NL4c,58,6,1,NL,4,after,11/3/22,7,11/11/22
3Nov_NL4d,58,7,5,NL,4,after,11/3/22,7,11/11/22
3Nov_NL4d,58,6,3,NL,4,after,11/3/22,7,11/11/22
3Nov_NL4d,58,9,6,NL,4,after,11/3/22,7,11/11/22
3Nov_NL4e,65,6,4,NL,4,after,11/3/22,7,11/11/22
3Nov_NL4e,63,7,3,NL,4,after,11/3/22,7,11/11/22
3Nov_UV1a,60,7,1,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1a,64,9,6,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1a,63,7,2,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1b,64,10,6,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1b,56,4,-4,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1c,59,9,3,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1c,61,5,1,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1c,61,5,1,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1d,60,9,6,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1d,57,8,2,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1e,64,4,1,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1e,66,8,6,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1e,56,9,0,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1f,62,12,7,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1f,59,7,5,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1g,58,11,4,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1g,62,5,2,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1g,61,8,5,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1h,62,6,2,UV,1,after,11/3/22,7,11/11/22
3Nov_UV1h,57,6,2,UV,1,after,11/3/22,7,11/11/22
3Nov_UV2a,63,15,11,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2a,64,8,5,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2a,63,10,8,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2b,63,7,3,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2b,63,8,3,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2c,66,6,3,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2c,63,8,4,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2c,64,11,7,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2d,67,9,5,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2d,65,7,2,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2e,59,7,2,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2e,57,12,4,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2e,57,5,1,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2f,63,6,3,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2f,57,8,3,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2g,57,9,3,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2g,58,8,4,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2g,56,9,3,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2h,59,9,4,UV,2,after,11/3/22,7,11/11/22
3Nov_UV2h,59,6,1,UV,2,after,11/3/22,7,11/11/22
3Nov_UV3a,56,7,3,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3a,59,8,4,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3b,57,9,2,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3b,57,7,2,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3c,55,13,7,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3c,57,12,6,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3c,54,3,-2,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3d,60,7,1,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3d,59,8,2,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3e,59,11,7,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3e,55,11,5,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3e,54,7,0,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3f,57,4,-2,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3f,50,10,1,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3g,53,10,5,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3g,55,6,0,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3g,54,9,3,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3h,65,15,9,UV,3,after,11/3/22,7,11/11/22
3Nov_UV3h,61,10,4,UV,3,after,11/3/22,7,11/11/22
3Nov_UV4a,62,8,3,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4a,55,10,3,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4a,57,9,4,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4b,61,13,9,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4b,60,8,6,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4c,56,5,-2,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4c,58,8,2,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4c,60,7,5,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4d,61,7,4,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4d,60,9,4,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4e,55,3,-2,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4e,60,8,2,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4e,60,10,7,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4f,58,8,2,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4f,60,8,2,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4g,60,6,1,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4g,56,6,-3,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4h,62,8,0,UV,4,after,11/3/22,7,11/11/22
3Nov_UV4h,65,7,6,UV,4,after,11/3/22,7,11/11/22
